name	seqnames	start	end	width
CpG:_96	chr6	137818168	137819372	1205
CpG:_114	chr6	138187826	138189141	1316
CpG:_62	chr6	138428189	138428816	628
CpG:_114	chr6	138482535	138483710	1176
CpG:_26	chr6	138612990	138613218	229
CpG:_146	chr6	138724618	138726215	1598
CpG:_22	chr6	138745349	138745593	245
CpG:_122	chr6	139013564	139014881	1318
CpG:_41	chr6	139094450	139095009	560
CpG:_45	chr6	139116947	139117469	523
CpG:_121	chr6	139308499	139309559	1061
CpG:_94	chr6	139349956	139350740	785
CpG:_116	chr6	139456038	139457121	1084
CpG:_16	chr6	139488160	139488374	215
CpG:_27	chr6	139694220	139694599	380
CpG:_148	chr6	139694812	139696578	1767
CpG:_46	chr6	142409474	142410112	639
CpG:_28	chr6	142468191	142468458	268
CpG:_91	chr6	142622584	142623453	870
CpG:_52	chr6	143247810	143248438	629
CpG:_264	chr6	143265720	143268791	3072
CpG:_47	chr6	143381445	143381918	474
CpG:_47	chr6	143771611	143772084	474
CpG:_52	chr6	143832390	143832943	554
CpG:_80	chr6	143857744	143858751	1008
CpG:_43	chr6	143999155	143999667	513
CpG:_62	chr6	144164044	144164771	728
CpG:_118	chr6	144328917	144329847	931
CpG:_113	chr6	144384895	144385888	994
CpG:_51	chr6	144416220	144416854	635
CpG:_106	chr6	144471070	144472017	948
CpG:_88	chr6	144507827	144508697	871
CpG:_53	chr6	144537070	144537607	538
CpG:_190	chr6	144605927	144608280	2354
CpG:_132	chr6	146055897	146056981	1085
CpG:_92	chr6	146135435	146136165	731
CpG:_21	chr6	146136326	146136564	239
CpG:_73	chr6	146284796	146285701	906
CpG:_22	chr6	146350523	146350780	258
CpG:_44	chr6	146755476	146755901	426
CpG:_92	chr6	146864482	146865426	945
CpG:_24	chr6	146920035	146920245	211
CpG:_51	chr6	147525375	147525848	474
CpG:_23	chr6	147728083	147728320	238
CpG:_18	chr6	147827914	147828120	207
CpG:_161	chr6	147828734	147830298	1565
CpG:_46	chr6	148663426	148664041	616
CpG:_44	chr6	148881017	148881441	425
CpG:_141	chr6	149068180	149069775	1596
CpG:_76	chr6	149198360	149199534	1175
CpG:_107	chr6	149638019	149639518	1500
CpG:_124	chr6	149771837	149772855	1019
CpG:_41	chr6	149777793	149778189	397
CpG:_64	chr6	149867032	149867574	543
CpG:_110	chr6	149887318	149888252	935
CpG:_48	chr6	149969500	149969972	473
CpG:_84	chr6	150038665	150039440	776
CpG:_36	chr6	150067324	150067766	443
CpG:_79	chr6	150070514	150071285	772
CpG:_129	chr6	150184345	150185505	1161
CpG:_27	chr6	150243903	150244210	308
CpG:_41	chr6	150246753	150247257	505
CpG:_62	chr6	150259572	150260271	700
CpG:_70	chr6	150262704	150263677	974
CpG:_63	chr6	150275452	150276203	752
CpG:_196	chr6	150284683	150286515	1833
CpG:_85	chr6	150311257	150312369	1113
CpG:_67	chr6	150326012	150326802	791
CpG:_64	chr6	150335526	150336278	753
CpG:_51	chr6	150358873	150359394	522
CpG:_16	chr6	150378839	150379048	210
CpG:_55	chr6	150389944	150390558	615
CpG:_127	chr6	150463772	150465002	1231
CpG:_129	chr6	150920905	150922146	1242
CpG:_151	chr6	151186748	151188112	1365
CpG:_25	chr6	151412004	151412339	336
CpG:_16	chr6	151560767	151560993	227
CpG:_132	chr6	151561284	151562550	1267
CpG:_25	chr6	151646669	151646958	290
CpG:_42	chr6	151662606	151663056	451
CpG:_195	chr6	151711095	151712829	1735
CpG:_96	chr6	151773044	151774070	1027
CpG:_64	chr6	151814981	151815527	547
CpG:_89	chr6	152128823	152129771	949
CpG:_26	chr6	152623280	152623480	201
CpG:_60	chr6	152957811	152958472	662
CpG:_151	chr6	153303409	153304973	1565
CpG:_63	chr6	153323535	153324320	786
CpG:_152	chr6	153450993	153452792	1800
CpG:_33	chr6	154360587	154361008	422
CpG:_141	chr6	154830561	154832001	1441
CpG:_119	chr6	155054187	155055403	1217
CpG:_107	chr6	155316300	155317197	898
CpG:_16	chr6	155539976	155540193	218
CpG:_55	chr6	155635219	155635882	664
CpG:_41	chr6	156718072	156718547	476
CpG:_23	chr6	156952157	156952446	290
CpG:_25	chr6	157008139	157008410	272
CpG:_39	chr6	157040984	157041385	402
CpG:_123	chr6	157342061	157343075	1015
CpG:_128	chr6	157556827	157558097	1271
CpG:_99	chr6	157695403	157696216	814
CpG:_79	chr6	157744005	157745217	1213
CpG:_199	chr6	157801063	157803377	2315
CpG:_29	chr6	158013813	158014256	444
CpG:_26	chr6	158093811	158094080	270
CpG:_154	chr6	158243602	158245035	1434
CpG:_141	chr6	158402073	158403444	1372
CpG:_29	chr6	158507720	158508126	407
CpG:_68	chr6	158588888	158589449	562
CpG:_28	chr6	158652706	158652946	241
CpG:_87	chr6	158653272	158654070	799
CpG:_28	chr6	158937286	158937491	206
CpG:_151	chr6	158957221	158958677	1457
CpG:_104	chr6	158980977	158981830	854
CpG:_73	chr6	159065192	159065794	603
CpG:_161	chr6	159239082	159240775	1694
CpG:_54	chr6	159290674	159291195	522
CpG:_26	chr6	159360626	159360952	327
CpG:_65	chr6	159420466	159421293	828
CpG:_28	chr6	159550083	159550382	300
CpG:_162	chr6	159589637	159591319	1683
CpG:_146	chr6	159653234	159655397	2164
CpG:_22	chr6	159736691	159736973	283
CpG:_116	chr6	160113558	160114863	1306
CpG:_133	chr6	160147730	160149065	1336
CpG:_105	chr6	160182430	160183770	1341
CpG:_171	chr6	160209942	160212015	2074
CpG:_34	chr6	160221147	160221493	347
CpG:_124	chr6	160389833	160390890	1058
CpG:_99	chr6	160426265	160427502	1238
CpG:_43	chr6	160511937	160512465	529
CpG:_55	chr6	160554662	160555504	843
CpG:_27	chr6	160679378	160679701	324
CpG:_188	chr6	160768415	160770308	1894
CpG:_38	chr6	160783667	160784135	469
CpG:_36	chr6	161100093	161100456	364
CpG:_39	chr6	161188085	161188639	555
CpG:_30	chr6	161352085	161352386	302
CpG:_127	chr6	161412378	161413564	1187
CpG:_76	chr6	162066918	162067689	772
CpG:_66	chr6	163148377	163149017	641
CpG:_46	chr6	163520985	163521585	601
CpG:_46	chr6	163570163	163570814	652
CpG:_64	chr6	164051486	164052323	838
CpG:_21	chr6	164092862	164093113	252
CpG:_46	chr6	164255451	164256062	612
CpG:_52	chr6	164393072	164393824	753
CpG:_28	chr6	164758046	164758380	335
CpG:_31	chr6	165747764	165747970	207
CpG:_311	chr6	166073883	166077752	3870
CpG:_22	chr6	166140002	166140293	292
CpG:_58	chr6	166218334	166218876	543
CpG:_30	chr6	166240511	166240876	366
CpG:_68	chr6	166267510	166268461	952
CpG:_25	chr6	166353938	166354233	296
CpG:_86	chr6	166401527	166402659	1133
CpG:_37	chr6	166421892	166422241	350
CpG:_22	chr6	166571846	166572046	201
CpG:_270	chr6	166579974	166583423	3450
CpG:_57	chr6	166666838	166667541	704
CpG:_29	chr6	166711163	166711605	443
CpG:_168	chr6	166720240	166722275	2036
CpG:_73	chr6	166755813	166756510	698
CpG:_182	chr6	166795369	166797301	1933
CpG:_48	chr6	166825828	166826439	612
CpG:_35	chr6	166868759	166869230	472
CpG:_21	chr6	167032331	167032582	252
CpG:_172	chr6	167039963	167041679	1717
CpG:_18	chr6	167197446	167197715	270
CpG:_73	chr6	167275721	167276626	906
CpG:_17	chr6	167284310	167284543	234
CpG:_311	chr6	167312253	167316030	3778
CpG:_125	chr6	167369440	167370588	1149
CpG:_197	chr6	167411598	167413422	1825
CpG:_21	chr6	167507435	167507730	296
CpG:_17	chr6	167587355	167587559	205
CpG:_15	chr6	167633932	167634140	209
CpG:_50	chr6	167764523	167765124	602
CpG:_144	chr6	167834866	167836616	1751
CpG:_42	chr6	167880228	167880732	505
CpG:_32	chr6	168062871	168063329	459
CpG:_19	chr6	168079012	168079213	202
CpG:_17	chr6	168106021	168106223	203
CpG:_20	chr6	168120635	168120892	258
CpG:_16	chr6	168135848	168136065	218
CpG:_69	chr6	168197143	168198164	1022
CpG:_196	chr6	168226064	168228559	2496
CpG:_17	chr6	168352517	168352728	212
CpG:_26	chr6	168377417	168377724	308
CpG:_26	chr6	168378749	168379044	296
CpG:_15	chr6	168390142	168390354	213
CpG:_83	chr6	168390574	168391565	992
CpG:_15	chr6	168402227	168402437	211
CpG:_25	chr6	168435836	168436086	251
CpG:_20	chr6	168449071	168449349	279
CpG:_23	chr6	168473054	168473345	292
CpG:_43	chr6	168476321	168476861	541
CpG:_19	chr6	168479567	168479809	243
CpG:_93	chr6	168501903	168502790	888
CpG:_23	chr6	168529983	168530307	325
CpG:_56	chr6	168590833	168591394	562
CpG:_16	chr6	168613133	168613346	214
CpG:_25	chr6	168630047	168630390	344
CpG:_18	chr6	168633707	168633918	212
CpG:_19	chr6	168682248	168682460	213
CpG:_22	chr6	168684603	168684934	332
CpG:_20	chr6	168686200	168686464	265
CpG:_36	chr6	168708139	168708618	480
CpG:_49	chr6	168709593	168710204	612
CpG:_84	chr6	168719682	168720495	814
CpG:_18	chr6	168765815	168766041	227
CpG:_36	chr6	168771138	168771640	503
CpG:_26	chr6	168812525	168812738	214
CpG:_49	chr6	168813678	168814042	365
CpG:_20	chr6	168841439	168841699	261
CpG:_125	chr6	168841819	168843100	1282
CpG:_29	chr6	168918597	168918902	306
CpG:_16	chr6	168936453	168936664	212
CpG:_55	chr6	168956418	168957200	783
CpG:_135	chr6	168972517	168974109	1593
CpG:_14	chr6	169195968	169196186	219
CpG:_24	chr6	169226158	169226419	262
CpG:_29	chr6	169242758	169243171	414
CpG:_24	chr6	169261136	169261427	292
CpG:_27	chr6	169284753	169284955	203
CpG:_39	chr6	169286196	169286688	493
CpG:_83	chr6	169309818	169310582	765
CpG:_32	chr6	169331838	169332301	464
CpG:_148	chr6	169424233	169425521	1289
CpG:_43	chr6	169539502	169540033	532
CpG:_31	chr6	169567266	169567610	345
CpG:_20	chr6	169622298	169622520	223
CpG:_82	chr6	169631760	169632823	1064
CpG:_20	chr6	169641804	169642020	217
CpG:_42	chr6	169648547	169649047	501
CpG:_27	chr6	169852316	169852680	365
CpG:_65	chr6	169977219	169977894	676
CpG:_25	chr6	170059238	170059586	349
CpG:_49	chr6	170062623	170063112	490
CpG:_40	chr6	170064971	170065270	300
CpG:_26	chr6	170067847	170068179	333
CpG:_155	chr6	170101663	170103059	1397
CpG:_89	chr6	170151352	170152131	780
CpG:_45	chr6	170190112	170190712	601
CpG:_20	chr6	170239047	170239297	251
CpG:_136	chr6	170338215	170339677	1463
CpG:_17	chr6	170390205	170390430	226
CpG:_41	chr6	170401901	170402500	600
CpG:_25	chr6	170425783	170426113	331
CpG:_121	chr6	170451498	170452927	1430
CpG:_69	chr6	170453925	170454935	1011
CpG:_78	chr6	170474407	170475553	1147
CpG:_26	chr6	170488070	170488425	356
CpG:_84	chr6	170491357	170492449	1093
CpG:_68	chr6	170529589	170530672	1084
CpG:_44	chr6	170546536	170547104	569
CpG:_26	chr6	170564874	170565152	279
CpG:_82	chr6	170575834	170576800	967
CpG:_16	chr6	170580890	170581113	224
CpG:_15	chr6	170584092	170584307	216
CpG:_47	chr6	170589412	170590085	674
CpG:_29	chr6	170590592	170590909	318
CpG:_53	chr6	170592385	170593079	695
CpG:_23	chr6	170597247	170597499	253
CpG:_314	chr6	170598215	170601222	3008
CpG:_231	chr6	170604412	170606479	2068
CpG:_128	chr6	170615242	170616210	969
CpG:_77	chr6	170686007	170687003	997
CpG:_23	chr6	170703522	170703766	245
CpG:_55	chr6	170730396	170730887	492
CpG:_27	chr6	170732120	170732442	323
CpG:_26	chr6	170755651	170755892	242
CpG:_18	chr6	170764524	170764765	242
CpG:_17	chr6	170778275	170778536	262
CpG:_16	chr6	170787750	170787985	236
CpG:_31	chr6	170862125	170862480	356
CpG:_36	chr6	170863399	170863823	425
CpG:_77	chr6	170893260	170893898	639
CpG:_22	chr6	170919119	170919405	287
CpG:_54	chr6	170921394	170921775	382
CpG:_91	chr6	171021490	171022570	1081
CpG:_61	chr6	171033352	171033942	591
CpG:_556	chr7	1703862	1710517	6656
CpG:_94	chr7	2883439	2884314	876
CpG:_36	chr7	5111621	5112088	468
CpG:_145	chr7	32767536	32768848	1313
CpG:_54	chr7	43908912	43909478	567
CpG:_68	chr7	57016302	57016862	561
CpG:_103	chr7	97910460	97911618	1159
CpG:_94	chr7	158596445	158597251	807
CpG:_39	chr7	31004	31442	439
CpG:_20	chr7	82325	82592	268
CpG:_32	chr7	117562	117866	305
CpG:_17	chr7	120520	120758	239
CpG:_49	chr7	149495	150038	544
CpG:_29	chr7	159774	160039	266
CpG:_45	chr7	178518	179127	610
CpG:_26	chr7	186353	186673	321
CpG:_204	chr7	191876	193799	1924
CpG:_35	chr7	195475	195988	514
CpG:_105	chr7	206452	207365	914
CpG:_21	chr7	207549	207790	242
CpG:_46	chr7	218310	218951	642
CpG:_17	chr7	223549	223759	211
CpG:_175	chr7	223971	225989	2019
CpG:_24	chr7	231273	231539	267
CpG:_24	chr7	284873	285161	289
CpG:_23	chr7	293901	294232	332
CpG:_76	chr7	295731	296831	1101
CpG:_40	chr7	299769	300187	419
CpG:_25	chr7	306961	307256	296
CpG:_223	chr7	329259	331428	2170
CpG:_45	chr7	336750	337315	566
CpG:_17	chr7	341614	341824	211
CpG:_31	chr7	361961	362310	350
CpG:_43	chr7	372723	373185	463
CpG:_68	chr7	376265	376963	699
CpG:_50	chr7	386481	386913	433
CpG:_17	chr7	393684	393889	206
CpG:_18	chr7	400463	400670	208
CpG:_16	chr7	408626	408828	203
CpG:_58	chr7	408960	409634	675
CpG:_23	chr7	414516	414823	308
CpG:_33	chr7	415468	415840	373
CpG:_16	chr7	416393	416593	201
CpG:_33	chr7	419520	419916	397
CpG:_47	chr7	461120	461606	487
CpG:_16	chr7	462709	462933	225
CpG:_30	chr7	469610	470034	425
CpG:_21	chr7	477599	477860	262
CpG:_16	chr7	492129	492348	220
CpG:_26	chr7	495374	495721	348
CpG:_125	chr7	502279	503877	1599
CpG:_23	chr7	516718	516974	257
CpG:_71	chr7	533427	534109	683
CpG:_22	chr7	550451	550681	231
CpG:_526	chr7	556612	562845	6234
CpG:_21	chr7	569813	570042	230
CpG:_19	chr7	581687	581942	256
CpG:_42	chr7	588914	589544	631
CpG:_31	chr7	592621	593058	438
CpG:_27	chr7	596052	596371	320
CpG:_19	chr7	599090	599327	238
CpG:_49	chr7	601122	601729	608
CpG:_17	chr7	610865	611077	213
CpG:_33	chr7	611233	611602	370
CpG:_84	chr7	612541	613739	1199
CpG:_22	chr7	616562	616846	285
CpG:_25	chr7	631837	632135	299
CpG:_22	chr7	644182	644461	280
CpG:_22	chr7	645334	645616	283
CpG:_87	chr7	675570	676095	526
CpG:_39	chr7	710147	710630	484
CpG:_33	chr7	750789	751237	449
CpG:_54	chr7	751713	752150	438
CpG:_87	chr7	766086	766952	867
CpG:_29	chr7	780240	780601	362
CpG:_25	chr7	791985	792238	254
CpG:_53	chr7	793119	793767	649
CpG:_28	chr7	794218	794582	365
CpG:_41	chr7	796346	796926	581
CpG:_79	chr7	807337	808261	925
CpG:_23	chr7	808544	808835	292
CpG:_67	chr7	813628	814392	765
CpG:_131	chr7	821690	822634	945
CpG:_20	chr7	852961	853230	270
CpG:_99	chr7	855309	856747	1439
CpG:_23	chr7	862516	862800	285
CpG:_61	chr7	886804	887535	732
CpG:_22	chr7	905609	905886	278
CpG:_87	chr7	915754	916644	891
CpG:_22	chr7	917633	917859	227
CpG:_53	chr7	929477	930013	537
CpG:_26	chr7	930914	931215	302
CpG:_19	chr7	931768	932014	247
CpG:_16	chr7	933098	933308	211
CpG:_56	chr7	935032	935648	617
CpG:_25	chr7	936386	936592	207
CpG:_16	chr7	942708	942940	233
CpG:_23	chr7	943566	943892	327
CpG:_29	chr7	947364	947661	298
CpG:_94	chr7	948295	949168	874
CpG:_18	chr7	959725	959959	235
CpG:_27	chr7	960049	960351	303
CpG:_20	chr7	965988	966266	279
CpG:_47	chr7	973190	973888	699
CpG:_20	chr7	976648	976894	247
CpG:_19	chr7	976997	977272	276
CpG:_22	chr7	985614	985913	300
CpG:_129	chr7	993402	994574	1173
CpG:_31	chr7	1007160	1007558	399
CpG:_62	chr7	1014699	1015239	541
CpG:_22	chr7	1024022	1024233	212
CpG:_23	chr7	1024607	1024894	288
CpG:_19	chr7	1026168	1026395	228
CpG:_36	chr7	1026778	1027150	373
CpG:_31	chr7	1029951	1030325	375
CpG:_21	chr7	1039875	1040096	222
CpG:_58	chr7	1045944	1046441	498
CpG:_14	chr7	1048922	1049124	203
CpG:_30	chr7	1052388	1052736	349
CpG:_30	chr7	1059529	1059877	349
CpG:_40	chr7	1062497	1062966	470
CpG:_137	chr7	1066932	1068245	1314
CpG:_21	chr7	1075928	1076128	201
CpG:_27	chr7	1080836	1081069	234
CpG:_22	chr7	1084388	1084595	208
CpG:_24	chr7	1090178	1090517	340
CpG:_50	chr7	1097406	1097953	548
CpG:_61	chr7	1105260	1105974	715
CpG:_23	chr7	1119981	1120248	268
CpG:_29	chr7	1126579	1126910	332
CpG:_106	chr7	1131626	1133187	1562
CpG:_21	chr7	1135745	1135992	248
CpG:_26	chr7	1141230	1141545	316
CpG:_18	chr7	1142632	1142862	231
CpG:_80	chr7	1149180	1150306	1127
CpG:_153	chr7	1155304	1157445	2142
CpG:_49	chr7	1177727	1178255	529
CpG:_103	chr7	1198966	1200144	1179
CpG:_26	chr7	1250827	1251141	315
CpG:_82	chr7	1263497	1264364	868
CpG:_31	chr7	1265112	1265379	268
CpG:_923	chr7	1269166	1282864	13699
CpG:_15	chr7	1283840	1284040	201
CpG:_160	chr7	1286023	1287658	1636
CpG:_62	chr7	1315051	1315947	897
CpG:_35	chr7	1328526	1329029	504
CpG:_22	chr7	1329382	1329673	292
CpG:_21	chr7	1337106	1337388	283
CpG:_33	chr7	1351465	1351904	440
CpG:_64	chr7	1362812	1363643	832
CpG:_39	chr7	1370387	1370863	477
CpG:_41	chr7	1408517	1408878	362
CpG:_20	chr7	1423825	1424053	229
CpG:_22	chr7	1443488	1443788	301
CpG:_21	chr7	1447613	1447842	230
CpG:_27	chr7	1451121	1451402	282
CpG:_46	chr7	1452418	1452794	377
CpG:_28	chr7	1460673	1460989	317
CpG:_29	chr7	1473872	1474218	347
CpG:_56	chr7	1483641	1484059	419
CpG:_17	chr7	1491774	1491975	202
CpG:_55	chr7	1498576	1499123	548
CpG:_21	chr7	1512940	1513216	277
CpG:_26	chr7	1513776	1514052	277
CpG:_21	chr7	1514355	1514578	224
CpG:_28	chr7	1515371	1515742	372
CpG:_20	chr7	1515983	1516241	259
CpG:_34	chr7	1518998	1519444	447
CpG:_40	chr7	1523542	1523976	435
CpG:_38	chr7	1532995	1533552	558
CpG:_37	chr7	1535618	1536099	482
CpG:_57	chr7	1536622	1537489	868
CpG:_119	chr7	1543281	1544399	1119
CpG:_74	chr7	1570407	1571136	730
CpG:_23	chr7	1575737	1575993	257
CpG:_26	chr7	1584055	1584345	291
CpG:_34	chr7	1587241	1587693	453
CpG:_45	chr7	1590388	1591020	633
CpG:_60	chr7	1609569	1610037	469
CpG:_17	chr7	1641705	1641923	219
CpG:_20	chr7	1643624	1643848	225
CpG:_59	chr7	1659041	1659765	725
CpG:_25	chr7	1660481	1660781	301
CpG:_24	chr7	1686717	1687008	292
CpG:_19	chr7	1753447	1753706	260
CpG:_248	chr7	1784028	1786934	2907
CpG:_28	chr7	1809037	1809360	324
CpG:_17	chr7	1865544	1865768	225
CpG:_40	chr7	1866224	1866787	564
CpG:_16	chr7	1881182	1881391	210
CpG:_42	chr7	1885034	1885402	369
CpG:_19	chr7	1890831	1891088	258
CpG:_28	chr7	1896091	1896451	361
CpG:_23	chr7	1902763	1903059	297
CpG:_24	chr7	1908540	1908803	264
CpG:_58	chr7	1910398	1911256	859
CpG:_19	chr7	1913830	1914077	248
CpG:_18	chr7	1937739	1937946	208
CpG:_15	chr7	1950280	1950482	203
CpG:_26	chr7	1967665	1967994	330
CpG:_25	chr7	1970628	1970924	297
CpG:_21	chr7	1976259	1976464	206
CpG:_49	chr7	1977287	1977912	626
CpG:_19	chr7	1978699	1978934	236
CpG:_18	chr7	1991915	1992122	208
CpG:_35	chr7	2007803	2008268	466
CpG:_23	chr7	2019764	2020100	337
CpG:_34	chr7	2026965	2027368	404
CpG:_17	chr7	2029117	2029326	210
CpG:_16	chr7	2044584	2044788	205
CpG:_28	chr7	2054061	2054386	326
CpG:_17	chr7	2059908	2060131	224
CpG:_24	chr7	2089594	2089881	288
CpG:_70	chr7	2099669	2100358	690
CpG:_22	chr7	2107081	2107381	301
CpG:_32	chr7	2116368	2116781	414
CpG:_41	chr7	2154678	2155252	575
CpG:_30	chr7	2185772	2186205	434
CpG:_45	chr7	2195684	2195983	300
CpG:_27	chr7	2250017	2250275	259
CpG:_86	chr7	2272011	2272856	846
CpG:_71	chr7	2281363	2282105	743
CpG:_23	chr7	2293277	2293576	300
CpG:_72	chr7	2296354	2297249	896
CpG:_103	chr7	2318239	2319079	841
CpG:_56	chr7	2353630	2354075	446
CpG:_154	chr7	2393629	2395174	1546
CpG:_39	chr7	2419809	2420340	532
CpG:_92	chr7	2442793	2444011	1219
CpG:_130	chr7	2472246	2473567	1322
CpG:_17	chr7	2499906	2500127	222
CpG:_146	chr7	2558372	2559967	1596
CpG:_35	chr7	2563611	2564056	446
CpG:_17	chr7	2565873	2566114	242
CpG:_36	chr7	2571238	2571511	274
CpG:_30	chr7	2578021	2578366	346
CpG:_26	chr7	2583207	2583542	336
CpG:_78	chr7	2594725	2595538	814
CpG:_88	chr7	2598551	2599203	653
CpG:_16	chr7	2632172	2632372	201
CpG:_19	chr7	2645525	2645765	241
CpG:_69	chr7	2671157	2671937	781
CpG:_54	chr7	2686758	2687306	549
CpG:_24	chr7	2697935	2698204	270
CpG:_34	chr7	2701331	2701744	414
CpG:_32	chr7	2718827	2719124	298
CpG:_82	chr7	2727683	2728392	710
CpG:_34	chr7	2739969	2740417	449
CpG:_22	chr7	2742274	2742546	273
CpG:_21	chr7	2758005	2758257	253
CpG:_16	chr7	2774445	2774655	211
CpG:_20	chr7	2802441	2802698	258
CpG:_19	chr7	2946237	2946463	227
CpG:_33	chr7	2968235	2968596	362
CpG:_97	chr7	3340355	3341216	862
CpG:_24	chr7	3341451	3341733	283
CpG:_21	chr7	4153646	4153898	253
CpG:_24	chr7	4169482	4169753	272
CpG:_136	chr7	4303080	4305062	1983
CpG:_25	chr7	4347708	4348017	310
CpG:_91	chr7	4681434	4682117	684
CpG:_125	chr7	4721638	4722779	1142
CpG:_21	chr7	4757803	4758037	235
CpG:_42	chr7	4764685	4765252	568
CpG:_19	chr7	4784821	4785058	238
CpG:_18	chr7	4786762	4786987	226
CpG:_35	chr7	4794118	4794525	408
CpG:_24	chr7	4794746	4795042	297
CpG:_67	chr7	4798530	4799281	752
CpG:_25	chr7	4800617	4800919	303
CpG:_30	chr7	4801842	4802219	378
CpG:_22	chr7	4802763	4803020	258
CpG:_21	chr7	4806861	4807086	226
CpG:_56	chr7	4815020	4815542	523
CpG:_44	chr7	4823507	4824097	591
CpG:_24	chr7	4824366	4824680	315
CpG:_18	chr7	4825117	4825345	229
CpG:_16	chr7	4828345	4828549	205
CpG:_38	chr7	4832112	4832481	370
CpG:_68	chr7	4848252	4849204	953
CpG:_20	chr7	4855991	4856212	222
CpG:_25	chr7	4856859	4857166	308
CpG:_75	chr7	4874105	4875095	991
CpG:_22	chr7	4876025	4876229	205
CpG:_51	chr7	4901337	4901753	417
CpG:_103	chr7	4922708	4923576	869
CpG:_56	chr7	4998406	4998950	545
CpG:_110	chr7	5013509	5014436	928
CpG:_85	chr7	5085412	5086342	931
CpG:_26	chr7	5122887	5123164	278
CpG:_40	chr7	5160774	5161264	491
CpG:_28	chr7	5183879	5184223	345
CpG:_78	chr7	5229658	5230341	684
CpG:_28	chr7	5266922	5267306	385
CpG:_30	chr7	5267749	5268110	362
CpG:_58	chr7	5322681	5323193	513
CpG:_37	chr7	5336514	5336894	381
CpG:_25	chr7	5338675	5339002	328
CpG:_17	chr7	5340145	5340354	210
CpG:_23	chr7	5342300	5342599	300
CpG:_18	chr7	5342751	5342989	239
CpG:_17	chr7	5343566	5343782	217
CpG:_27	chr7	5347664	5347956	293
CpG:_29	chr7	5348697	5349073	377
CpG:_35	chr7	5352097	5352480	384
CpG:_45	chr7	5352686	5353356	671
CpG:_20	chr7	5360641	5360869	229
CpG:_51	chr7	5372281	5372717	437
CpG:_22	chr7	5391324	5391572	249
CpG:_33	chr7	5395873	5396300	428
CpG:_82	chr7	5400612	5401610	999
CpG:_29	chr7	5410673	5410989	317
CpG:_40	chr7	5413746	5414210	465
CpG:_185	chr7	5427456	5429037	1582
CpG:_756	chr7	5458504	5469256	10753
CpG:_23	chr7	5521369	5521615	247
CpG:_23	chr7	5526390	5526693	304
CpG:_19	chr7	5527927	5528180	254
CpG:_28	chr7	5534385	5534766	382
CpG:_119	chr7	5539958	5541567	1610
CpG:_44	chr7	5553169	5553517	349
CpG:_185	chr7	5569063	5570594	1532
CpG:_133	chr7	5594654	5596540	1887
CpG:_25	chr7	5601803	5602129	327
CpG:_21	chr7	5602443	5602652	210
CpG:_34	chr7	5609726	5610105	380
CpG:_254	chr7	5632336	5634555	2220
CpG:_19	chr7	5642949	5643184	236
CpG:_21	chr7	5644924	5645142	219
CpG:_22	chr7	5647105	5647340	236
CpG:_25	chr7	5647658	5647984	327
CpG:_108	chr7	5820473	5821444	972
CpG:_22	chr7	5862831	5863066	236
CpG:_40	chr7	5886993	5887483	491
CpG:_38	chr7	5938174	5938557	384
CpG:_17	chr7	6000304	6000508	205
CpG:_37	chr7	6010076	6010408	333
CpG:_82	chr7	6048397	6049255	859
CpG:_52	chr7	6098450	6098982	533
CpG:_59	chr7	6120830	6121398	569
CpG:_53	chr7	6144048	6144469	422
CpG:_31	chr7	6144971	6145319	349
CpG:_141	chr7	6193414	6194678	1265
CpG:_16	chr7	6198496	6198731	236
CpG:_29	chr7	6204133	6204522	390
CpG:_20	chr7	6205397	6205682	286
CpG:_65	chr7	6209931	6210718	788
CpG:_106	chr7	6311323	6312526	1204
CpG:_64	chr7	6388211	6388743	533
CpG:_75	chr7	6413935	6414720	786
CpG:_17	chr7	6441810	6442042	233
CpG:_53	chr7	6487307	6487750	444
CpG:_84	chr7	6523065	6523897	833
CpG:_54	chr7	6543016	6543598	583
CpG:_23	chr7	6543796	6544108	313
CpG:_21	chr7	6548539	6548781	243
CpG:_62	chr7	6566067	6566650	584
CpG:_66	chr7	6570454	6571095	642
CpG:_40	chr7	6575924	6576389	466
CpG:_48	chr7	6590564	6590957	394
CpG:_38	chr7	6616919	6617277	359
CpG:_105	chr7	6629329	6630235	907
CpG:_87	chr7	6646885	6647956	1072
CpG:_91	chr7	6654746	6655860	1115
CpG:_107	chr7	6661876	6662695	820
CpG:_32	chr7	6676455	6676785	331
CpG:_40	chr7	6677239	6677551	313
CpG:_375	chr7	6691949	6695242	3294
CpG:_76	chr7	6703504	6704075	572
CpG:_98	chr7	6745868	6746716	849
CpG:_78	chr7	6769322	6770216	895
CpG:_36	chr7	6793646	6793978	333
CpG:_21	chr7	6803484	6803750	267
CpG:_37	chr7	6865702	6866094	393
CpG:_120	chr7	6894260	6895545	1286
CpG:_16	chr7	6974758	6974963	206
CpG:_112	chr7	7222021	7222974	954
CpG:_84	chr7	7606373	7607023	651
CpG:_69	chr7	7679841	7680679	839
CpG:_116	chr7	8008098	8009495	1398
CpG:_113	chr7	8301032	8302252	1221
CpG:_154	chr7	8473140	8475199	2060
CpG:_71	chr7	8481975	8482762	788
CpG:_39	chr7	8483133	8483711	579
CpG:_44	chr7	9765662	9766215	554
CpG:_31	chr7	10819306	10819710	405
CpG:_38	chr7	10979992	10980279	288
